"5,-1,-2,5,0,0,0",n,"20020,20020,20020,20020,20020,20020,20020"
"5,5,5,5,5,5,5","1,3,5,6,7,4,2","24874,28017,25216,23668,27236,26872,75326","2812,3892,3082,2749,3557,2967,2562",A3K6LZAQZOAPB2,Laptop,25 - 31,Cable network,none
"5,5,5,4,5,5,4","1,3,6,2,4,5,7","411455,12454,18995,20469,18955,11796,18373","2831,2804,4604,3354,2606,3790,8325",A3NNWJI1G86RJ2,Laptop,25 - 31,Cable network,none
"5,5,5,5,5,5,5","1,3,6,5,4,2,7","13631,18825,14935,16375,48914,15388,19292","7379,12092,5388,10255,24037,10775,8307",A3PQ5Q456J981M,Desktop,25 - 31,Cable network,none
"5,3,3,3,3,3,4","1,4,2,7,6,5,3","40656,20634,5266,27585,4945,30494,36659","4543,4457,3850,9772,4279,6840,14995",A20HST24WOFP10,Desktop,18 - 24,WiFi,none
"5,5,5,5,5,5,5","1,4,7,2,5,6,3","13502,3636,3281,9193,3769,2897,3631","10067,4429,3359,6919,3575,3663,5691",ARGR4AJESGHHP,Laptop,32 - 38,WiFi,good
"5,5,4,5,5,4,5","1,5,3,6,2,4,7","147758,20894,21859,20927,23405,24964,24907","3012,2926,3054,2610,3184,2719,2818",A3J08ETUZNPUF3,Laptop,25 - 31,Cable network,none
"5,5,5,5,5,5,5","1,5,4,6,3,2,7","25153,13387,2804,5211,36700,2636,32257","10604,3002,4164,3228,3072,3521,3896",A3RSXV4XDDHHS1,Laptop,25 - 31,Cable network,Thank you
"5,5,5,5,5,5,5","1,2,4,7,6,3,5","31668,26088,25548,29857,27000,27376,27286","11815,11300,3447,4965,6257,4183,3950",A2YTJQ7RCNDXBF,Desktop,18 - 24,WiFi,NONE
"5,3,3,4,4,5,5","1,3,4,2,6,7,5","42945,5346,66822,31127,11990,6851,5280","24387,10980,40862,23203,5952,7683,6665",A3J29PSJGVCFJW,Desktop,32 - 38,WiFi,None
"4,5,5,5,5,4,4","1,7,5,2,4,3,6","6756,34542,26125,7168,6999,7953,12556","4268,4182,3923,4466,5754,3264,3516",A29GLTXKFWGH1Z,Desktop,25 - 31,Cable network,none
"5,5,5,5,5,5,5","1,4,7,2,3,5,6","27746,9783,7513,15792,10814,7959,10372","12812,5806,4399,5019,4216,4585,6928",A2FDH85HXZUPD2,Desktop,25 - 31,Cable network,nice
"4,3,4,4,4,4,5","1,4,2,5,3,6,7","49034,31370,36706,31983,35702,31873,34555","6833,5614,8637,5640,5536,12600,6097",A3L4J9UD2Z2GJU,Laptop,32 - 38,Cable network,None
"5,4,3,4,4,4,4","1,2,6,4,5,7,3","46270,32481,32550,34063,34696,37326,33112","40934,17154,8933,7297,14567,5399,15718",AOIA4GWEH0CS5,Laptop,39 - 45,WiFi,none
"5,5,5,5,5,5,5","1,6,3,4,5,2,7","41132,37194,31586,26688,49224,21659,40764","8309,3372,3238,3400,4127,3694,7834",A86CAG3LG83GG,Laptop,25 - 31,Cable network,i saw the quality of the video
"4,4,5,4,4,4,4","1,6,7,5,3,2,4","33404,29559,29072,36345,32258,40410,30186","10476,3725,4490,3714,8754,12367,3659",A14EEWC3KEF63G,Desktop,25 - 31,Cable network,NONE
"5,3,4,4,3,4,4","1,4,7,3,6,2,5","40300,27122,31417,26661,26397,31370,29749","10391,4628,4072,8668,7685,2767,4614",A3RI9RLBGPG2B6,Smart phone,18 - 24,WiFi,It lagged a little on the later videos.
"5,5,5,5,5,5,5","1,6,4,5,3,2,7","59519,62896,32069,30275,34928,84173,30933","22448,5051,6767,5780,5301,15862,6911",A235FPDFFWUZI7,Laptop,25 - 31,Cellular network,None
"5,2,5,5,4,4,4","1,7,6,3,4,5,2","35987,18379,50043,58871,49584,56296,38073","18093,7246,10720,12954,8513,17468,21247",A1ES38GUGYUOPC,Área de Trabalho,32 - 38,Rede de cabo,"Little difference, almost imperceptible"
"4,4,4,4,4,4,4","1,2,3,6,5,4,7","38131,19692,27788,98494,36916,27325,53842","3281,4134,4490,4691,4374,5633,5047",AIYFVESRLAPSL,Desktop,18 - 24,WiFi,None
"4,3,3,3,3,4,3","1,6,7,3,5,4,2","11035,4281,4088,5956,4154,4728,4256","14801,7767,4479,4748,5840,5777,4571",A13ED82IVFHHCM,Desktop,25 - 31,WiFi,None
"4,4,4,4,4,4,4","1,2,6,4,3,7,5","6160,7081,7557,8239,7253,6398,10121","3395,2927,3344,3287,3044,3324,3132",A2KWEVSI7P1RGQ,Laptop,25 - 31,Cable network,none
"5,5,5,5,5,5,5","1,3,5,7,4,6,2","55520,32129,32937,42017,27561,28287,33988","22302,5870,12134,4680,5518,5110,9105",A3BDRLPGZ3V7EV,Laptop,25 - 31,WiFi,None
"4,3,5,4,5,5,4","1,2,7,5,3,6,4","45108,35433,34559,47962,31449,12961,28685","17649,11598,14107,28550,5541,14296,10099",A1GXUCBX3YNEG1,Smart phone,32 - 38,Cellular network,none
"5,5,5,5,5,5,5","1,2,6,5,7,4,3","4204,6587,4624,12712,3233,3135,3675","3040,2994,4800,7116,3826,2915,4224",A2MDHOD643AW1K,Laptop,25 - 31,Cable network,Thank you
"5,5,5,5,5,5,5","1,6,5,2,4,7,3","92652,7989,7707,26629,6878,8747,8692","3587,3121,3160,3423,3722,2865,3333",A1VPSWYSCJYPEB,Desktop,25 - 31,Cable network,none
"4,4,4,4,4,4,4","1,5,6,4,3,2,7","30858,94887,41866,30057,28208,29599,84478","5236,4225,4072,3519,3824,4566,4457",A6FFJG03FFRAL,Laptop,18 - 24,WiFi,None
"4,5,5,3,5,5,4","1,4,7,6,2,3,5","13000,8269,10563,6391,8112,7112,9086","4115,4419,4988,3838,4913,4415,4234",AYMJAMX7Z7YHG,Desktop,25 - 31,Cable network,none
"4,5,5,5,5,5,5","1,4,2,7,3,6,5","22500,16595,1962,8180,4323,1941,2463","12615,10920,2227,7752,9907,3179,3289",A9HIJETW998RR,Desktop,18 - 24,WiFi,none
